leaid,lea_name,state,city,enrollment_2324,website,lea_type,operational_schools
3631260,WHITE PLAINS CITY SCHOOL DISTRICT,NY,WHITE PLAINS,6784,http://www.whiteplainspublicschools.org,Regular public school district that is not a component of a supervisory union,7
0508280,JONESBORO SCHOOL DISTRICT,AR,JONESBORO,6772,http://www.jps.k12.ar.us,Regular public school district that is not a component of a supervisory union,11
2708100,CENTENNIAL PUBLIC SCHOOL DISTRICT,MN,CIRCLE PINES,6772,http://www.isd12.org/,Regular public school district that is not a component of a supervisory union,18
3904823,Washington Local,OH,Toledo,6771,http://www.wls4kids.org/,Regular public school district that is not a component of a supervisory union,10
5515990,Wauwatosa School District,WI,Wauwatosa,6761,http://www.wauwatosa.k12.wi.us,Regular public school district that is not a component of a supervisory union,17
1303840,Murray County,GA,Chatsworth,6758,,Regular public school district that is not a component of a supervisory union,11
2609900,Clarkston Community School District,MI,CLARKSTON,6757,http://www.clarkston.k12.mi.us,Regular public school district that is not a component of a supervisory union,14
1723070,Lincoln Way CHSD 210,IL,New Lenox,6750,http://www.lw210.org,Regular public school district that is not a component of a supervisory union,3
3617520,LIVERPOOL CENTRAL SCHOOL DISTRICT,NY,LIVERPOOL,6750,http://www.liverpool.k12.ny.us,Regular public school district that is not a component of a supervisory union,13
2620730,Lake Orion Community Schools,MI,LAKE ORION,6745,,Regular public school district that is not a component of a supervisory union,13
0904440,Stratford School District,CT,Stratford,6743,http://www.stratfordk12.org/,Regular public school district that is not a component of a supervisory union,13
2618840,Hudsonville Public School District,MI,HUDSONVILLE,6737,http://www.hpseagles.net,Regular public school district that is not a component of a supervisory union,13
4830120,MELISSA ISD,TX,MELISSA,6735,http://www.melissaisd.org,Regular public school district that is not a component of a supervisory union,8
0611490,Dry Creek Joint Elementary,CA,Roseville,6725,http://www.drycreekschools.us,Regular public school district that is not a component of a supervisory union,9
1812420,Warsaw Community Schools,IN,Warsaw,6723,http://www.warsaw.k12.in.us,Regular public school district that is not a component of a supervisory union,11
2618720,Howell Public Schools,MI,HOWELL,6722,,Regular public school district that is not a component of a supervisory union,10
2626130,Novi Community School District,MI,NOVI,6720,http://www.novi.k12.mi.us,Regular public school district that is not a component of a supervisory union,10
1712000,DeKalb CUSD 428,IL,Dekalb,6719,http://www.dist428.org/,Regular public school district that is not a component of a supervisory union,12
0610260,Culver City Unified,CA,Culver City,6717,http://www.ccusd.org,Regular public school district that is not a component of a supervisory union,9
4222770,State College Area SD,PA,State College,6712,http://www.scasd.org,Regular public school district that is not a component of a supervisory union,11
2635910,West Ottawa Public School District,MI,HOLLAND,6708,http://www.westottawa.net,Regular public school district that is not a component of a supervisory union,13
1601570,JEFFERSON COUNTY JOINT DISTRICT,ID,RIGBY,6706,,Regular public school district that is not a component of a supervisory union,12
5103900,Washington County Public Schools,VA,Abingdon,6705,http://www.wcs.k12.va.us,Regular public school district that is not a component of a supervisory union,16
2733790,St. Michael-Albertville Schools,MN,ALBERTVILLE,6696,http://www.stma.k12.mn.us/,Regular public school district that is not a component of a supervisory union,11
2511880,Wachusett,MA,Jefferson,6676,http://www.wrsd.net,Regular public school district that is not a component of a supervisory union,13
3904493,Upper Arlington City,OH,Upper Arlington,6658,http://www.uaschools.org/,Regular public school district that is not a component of a supervisory union,10
1802640,MSD Decatur Township,IN,Indianapolis,6655,http://www.decaturproud.org/,Regular public school district that is not a component of a supervisory union,10
2309930,Portland Public Schools,ME,Portland,6649,http://www.portlandschools.org/,Regular public school district that is not a component of a supervisory union,17
0401710,Casa Grande Elementary District (4446),AZ,CASA GRANDE,6648,http://www.cgesd.org/,Regular public school district that is not a component of a supervisory union,14
3406030,Gloucester Township Public Schools,NJ,Blackwood,6644,http://www.gloucestertownshipschools.org,Regular public school district that is not a component of a supervisory union,11
2922530,Nixa Public Schools,MO,NIXA,6640,http://www.nixapublicschools.net,Regular public school district that is not a component of a supervisory union,11
3703870,Richmond County Schools,NC,Hamlet,6639,http://www.richmond.k12.nc.us/,Regular public school district that is not a component of a supervisory union,15
4800092,TRINITY BASIN PREPARATORY,TX,GRAND PRAIRIE,6631,http://www.trinitybasin.com/,Independent charter district,7
2711820,FARMINGTON PUBLIC SCHOOL DISTRICT,MN,FARMINGTON,6630,http://www.farmington.k12.mn.us/,Regular public school district that is not a component of a supervisory union,12
4211670,Haverford Township SD,PA,Havertown,6610,http://www.haverford.k12.pa.us,Regular public school district that is not a component of a supervisory union,7
4827870,LOCKHART ISD,TX,LOCKHART,6604,http://www.lockhartisd.org,Regular public school district that is not a component of a supervisory union,9
4800195,VANGUARD ACADEMY,TX,EDINBURG,6600,http://vanguardacademy.edu,Independent charter district,6
3408490,Lenape Regional High School District,NJ,Shamong,6593,http://www.lrhsd.org,Regular public school district that is not a component of a supervisory union,4
4836660,RED OAK ISD,TX,RED OAK,6592,http://www.redoakisd.org,Regular public school district that is not a component of a supervisory union,8
1809150,Portage Township Schools,IN,Portage,6588,http://www.portage.k12.in.us/,Regular public school district that is not a component of a supervisory union,11
1000170,Cape Henlopen School District,DE,Lewes,6587,http://www.capehenlopenschools.com/,Regular public school district that is not a component of a supervisory union,9
0101320,Enterprise City,AL,Enterprise,6585,http://www.enterpriseschools.net,Regular public school district that is not a component of a supervisory union,10
3702040,Haywood County Schools,NC,Waynesville,6566,http://www.haywood.k12.nc.us,Regular public school district that is not a component of a supervisory union,15
3619650,MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,NY,CENTRAL VALLEY,6562,http://www.mw.k12.ny.us,Regular public school district that is not a component of a supervisory union,7
4203960,Boyertown Area SD,PA,Boyertown,6561,http://www.boyertownasd.org/,Regular public school district that is not a component of a supervisory union,9
4226580,Wilson SD,PA,West Lawn,6560,http://www.wilsonsd.org,Regular public school district that is not a component of a supervisory union,8
3701800,Granville County Schools,NC,Oxford,6553,http://www.gcs.k12.nc.us,Regular public school district that is not a component of a supervisory union,16
1000190,Capital School District,DE,Dover,6547,http://www.capital.k12.de.us/,Regular public school district that is not a component of a supervisory union,14
0612910,Escondido Union High,CA,Escondido,6544,http://www.euhsd.org,Regular public school district that is not a component of a supervisory union,5
3618630,MASSAPEQUA UNION FREE SCHOOL DISTRICT,NY,MASSAPEQUA,6542,http://www.msd.k12.ny.us,Regular public school district that is not a component of a supervisory union,9
0612070,El Dorado Union High,CA,Placerville,6541,http://www.eduhsd.k12.ca.us,Regular public school district that is not a component of a supervisory union,6
2507740,Methuen,MA,Methuen,6532,http://www.methuen.k12.ma.us,Regular public school district that is not a component of a supervisory union,6
5510830,Oak Creek-Franklin Joint School District,WI,Oak Creek,6527,http://www.ocfsd.org,Regular public school district that is not a component of a supervisory union,11
2803480,PASCAGOULA-GAUTIER SCHOOL DISTRICT,MS,Pascagoula,6501,http://www.pgsd.ms,Regular public school district that is not a component of a supervisory union,19
5510320,Neenah Joint School District,WI,Neenah,6497,http://www.neenah.k12.wi.us,Regular public school district that is not a component of a supervisory union,12
0803540,Eagle County School District No. Re 50,CO,EAGLE,6492,http://www.eagleschools.net/,Regular public school district that is not a component of a supervisory union,21
3400024,North Star Academy Charter School,NJ,Newark,6490,http://northstar.uncommonschools.org/,Independent charter district,1
3408820,Livingston Board of Education School District,NJ,Livingston,6489,http://www.livingston.org,Regular public school district that is not a component of a supervisory union,9
3616230,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,NY,BUFFALO,6486,http://www.ktufsd.org,Regular public school district that is not a component of a supervisory union,10
3900203,Alternative Education Academy,OH,Independence,6486,http://www.ohdela.com,Independent charter district,1
2625740,Grosse Pointe Public Schools,MI,GROSSE POINTE WOODS,6467,http://www.gpschools.org,Regular public school district that is not a component of a supervisory union,12
4818540,ENNIS ISD,TX,ENNIS,6466,http://www.ennis.k12.tx.us/,Regular public school district that is not a component of a supervisory union,12
3408610,Linden Public School District,NJ,Linden,6461,http://www.lindenps.org,Regular public school district that is not a component of a supervisory union,11
3414640,Sayreville School District,NJ,Parlin,6460,http://www.sayrevillek12.net,Regular public school district that is not a component of a supervisory union,9
0802700,Byers School District No. 32J,CO,BYERS,6456,http://www.byers32j.k12.co.us,Regular public school district that is not a component of a supervisory union,10
